,WM115,WM266-4,WM793,WM1205Lu
MRPS22,2124,1098,17202,1311
MRPS23,3168,1075,11354,1279
MRPS24,1038,299,2805,754
MRPS25,2305,2867,11874,927
MRPS26,1103,734,4428,848
MRPS27,3872,1518,4880,1423
MRPS28,303,298,1251,587
MRPS30,2561,1106,6607,1479
MRPS31,621,554,10002,244
MRPS31P1,0,0,0,0
MRPS31P2,1,0,2,0
MRPS31P4,101,39,158,54
MRPS31P5,108,66,327,44
MRPS33,2327,1448,7486,989
MRPS33P2,0,0,0,0
MRPS33P3,0,0,0,0
MRPS33P4,0,0,0,0
MRPS34,2229,1113,3711,1707
MRPS35,2959,762,7566,1545
MRPS35P2,0,0,0,0
MRPS35P3,0,0,0,0
MRPS36,1259,495,3101,354
MRPS36P1,0,0,3,0
MRPS36P2,0,0,0,0
MRPS36P3,0,0,0,0
MRPS36P4,1,0,0,0
MRPS36P5,0,1,0,0
MRPS5,3909,1987,16129,1832
MRPS5P3,0,0,0,0
MRPS5P4,0,0,0,0
MRPS6,4329,967,9752,6704
MRPS6P2,0,0,0,0
MRPS6P4,0,0,0,0
MRPS7,3201,2056,7428,1731
MRPS9,1258,760,5717,684
MRRF,1698,458,10712,881
MRRFP1,0,0,0,0
MRS2,3703,804,4354,720
MRTO4,3403,1420,13273,2180
MRVI1,4,1,11,5
MRVI1-AS1,0,0,24,1
MS4A1,8,12,1,0
MS4A10,3,0,37,0
MS4A12,0,0,0,0
MS4A13,0,0,0,0
MS4A14,0,1,0,0
MS4A15,0,0,0,0
MS4A18,0,0,0,0
MS4A2,0,28,22,0
MS4A3,0,0,0,0
MS4A4A,0,0,0,0
MS4A4E,40,7,183,0
MS4A5,0,0,0,0
MS4A6A,0,0,33,0
MS4A6E,0,0,0,0
MS4A7,0,0,17,0
MS4A8,0,0,0,0
MSANTD1,26,2,535,8
MSANTD2,1165,407,7736,534
MSANTD2P1,0,0,0,0
MSANTD3,2418,954,7715,1705
MSANTD3-TMEFF1,20,0,32,12
MSANTD4,2479,1045,4807,585
MSC,1981,315,2685,36
MSC-AS1,1521,469,4837,126
MSGN1,0,0,0,0
MSH2,2271,1944,2908,1777
MSH3,1255,539,2159,656
MSH4,15,0,119,8
MSH5,1029,416,542,111
MSH5-SAPCD1,114,70,61,12
MSH6,3939,2897,11164,3660
MSI1,24,31,366,2
MSI2,10563,3130,9235,3463
MSL1,6486,2279,15132,2419
MSL2,1488,657,5440,929
MSL3,2108,651,3873,987
MSL3P1,2,3,157,86
MSLN,4,0,56,0
MSLNL,0,0,3,1
MSMB,0,1,0,0
MSMO1,2874,863,3576,539
MSMP,0,0,42,0
MSN,39379,20498,38709,17494
MSNP1,1,0,1,0
MSR1,4,0,17,4
MSRA,653,251,2010,367
MSRB1,926,332,777,349
MSRB1P1,0,0,0,0
MSRB2,351,522,2462,180
MSRB3,2177,1037,5576,1032
MSS51,87,82,1289,45
MST1,582,411,187,143
MST1L,37,39,8,4
MST1P2,82,116,18,38
MST1R,5,26,206,20
MSTN,27,0,53,0
MSTO1,1344,558,2731,526
MSTO2P,207,139,480,141
MSX1,352,79,3044,488
MSX2,0,0,2280,343
MSX2P1,3,0,1,0
MT-ATP6,148998,109272,199200,98745
MT-ATP8,46865,29104,44602,28824
MT-CO1,472602,330795,1050296,230251
MT-CO2,303259,229731,408398,126653
MT-CO3,194439,145151,348705,106681
MT-CYB,67281,62139,294626,61450
MT-ND1,27050,18949,524704,54934
MT-ND2,49132,36289,336550,66994
MT-ND3,14063,11231,83749,9694
MT-ND4,203749,152949,639001,139153
MT-ND4L,22856,16551,68393,26413
MT-ND5,104641,73988,581707,62795
MT-ND6,40186,22811,7082,18938
MT-TA,0,0,56,18
MT-TC,7,0,2,956
MT-TD,0,0,5,4
MT-TE,0,0,54,138
MT-TF,0,0,30,369
MT-TG,0,0,0,36
MT-TH,0,0,0,156
MT-TI,0,0,463,57
MT-TK,0,0,1,4
MT-TL1,0,0,29,2086
MT-TL2,0,0,0,428
MT-TM,0,0,19,41
MT-TN,0,0,1,3297
MT-TP,862,869,158,730
MT-TQ,0,0,126,54
MT-TR,0,0,0,21
MT-TS1,0,0,235,11
MT-TS2,0,0,0,47
MT-TT,0,0,908,36
MT-TV,0,0,0,679
MT-TW,0,0,680,36
MT-TY,0,0,30,618
MT1A,12,20,4,0
MT1B,0,0,0,0
MT1CP,0,0,0,0
MT1DP,0,0,0,0
MT1E,9,578,27,1618
MT1F,78,0,0,1
MT1G,7,1,0,0
MT1H,0,0,0,0
MT1HL1,0,0,0,0
MT1JP,0,0,0,0
MT1L,0,48,0,0
MT1M,1,25,0,0
MT1P1,0,0,14,0
MT1P3,0,0,2,0
MT1X,417,209,416,730
MT1XP1,3,0,39,0
MT2A,9316,2800,7388,13924
MT2P1,0,0,0,4
MT3,2,0,0,0
MT4,0,0,0,0
MTA1,4059,1483,35398,1906
MTA2,6663,1827,22001,3234
MTA3,2340,1386,6549,1327
MTAP,3011,1080,9440,5127
MTAPP1,0,0,0,0
MTAPP2,4,2,8,0
MTATP6P1,15163,11842,28179,7471
MTATP6P2,0,0,0,0
MTATP6P3,0,0,0,0
MTATP6P4,0,0,0,0
MTATP6P7,0,0,0,0
MTATP6P9,0,0,0,0
MTATP8P1,0,0,6,15
MTATP8P2,0,0,0,0
MTBP,758,350,815,584
MTCH1,14259,2866,48472,4467
MTCH2,6043,3518,5848,2184
MTCL1,4076,401,3246,1088
MTCL1P1,0,0,0,0
MTCO1P3,1,0,0,0
MTCO1P4,1,0,2,0
MTCO1P5,0,0,0,0
MTCO2P1,0,0,0,0
MTCO2P3,0,0,0,0
MTCO2P4,0,0,1,0
MTCO3P1,0,0,0,0
MTCO3P2,0,0,0,0
MTCP1,191,122,303,30
MTCYBP1,0,0,0,0
MTCYBP2,0,0,0,0
MTCYBP3,0,0,7,0
MTCYBP4,0,0,0,0
MTDH,12870,4598,36198,14438
MTERF1,1490,1062,4730,490
MTERF2,943,258,1429,202
MTERF3,1535,541,3060,973
MTERF4,1793,637,6687,773
MTF1,1600,475,11265,688
MTF2,1204,537,5713,795
MTFMT,925,436,2369,456
MTFP1,97,74,550,204
MTFR1,1817,661,4649,1660
MTFR1L,3769,1050,8771,970
MTFR2,406,276,87,309
MTG1,456,424,4134,345
MTG2,2031,931,15798,1150
MTHFD1,8567,5810,8719,5708
MTHFD1L,1395,682,42123,1860
MTHFD1P1,0,0,1,0
MTHFD2,2647,1472,24273,3299
MTHFD2L,530,223,3026,101
MTHFD2P1,3,0,24,0
MTHFD2P2,0,0,0,0
MTHFD2P3,0,0,4,0
MTHFD2P4,0,0,0,0
MTHFD2P5,0,0,0,0
MTHFD2P6,0,0,0,0
MTHFD2P7,0,0,1,0
MTHFR,1240,372,5913,323
MTHFS,114,122,400,186
MTHFSD,1094,378,4665,262
MTIF2,2666,1731,9348,1304
MTIF3,1111,855,1558,382
MTM1,1105,318,3142,280
MTMR1,1420,893,6739,446
MTMR10,2137,1212,4594,500
MTMR11,560,226,3025,221
MTMR12,2516,1085,7535,2024
MTMR14,1694,934,12112,701
MTMR2,4923,2670,12365,2220
MTMR3,324,141,17139,93
MTMR4,4247,1207,2850,2122
MTMR6,3319,1502,16703,2093
MTMR7,124,45,3,37
MTMR8,0,0,4,0
MTMR9,2175,542,8699,506
MTMR9LP,16,481,34,26
MTND1P1,0,0,0,0
MTND1P10,0,0,1,0
MTND1P11,0,0,6,0
MTND1P12,0,0,0,0
MTND1P14,2,0,0,0
MTND1P15,0,0,0,0
MTND1P16,0,0,0,0
MTND1P17,0,0,0,0
MTND1P18,0,0,0,0
MTND1P19,0,0,0,1
MTND1P2,0,0,2,0
MTND1P20,0,0,0,0
MTND1P21,0,0,0,0
MTND1P22,0,0,0,0
MTND1P23,5,1,141,2
MTND1P24,0,0,0,0
MTND1P26,0,0,0,0
MTND1P27,0,0,0,0
MTND1P28,0,0,0,0
MTND1P29,0,0,0,0
MTND1P3,0,0,0,0
MTND1P30,0,0,0,0
MTND1P31,0,0,0,0
MTND1P32,0,0,10,0
MTND1P33,0,0,0,0
MTND1P34,0,0,1,0
MTND1P35,0,0,0,0
MTND1P36,0,0,0,1
MTND1P4,0,0,0,0
MTND1P5,0,0,1,0
MTND1P6,1,0,7,0
MTND1P9,1,0,1,0
MTND2P11,0,0,0,0
MTND2P12,0,2,24,0
MTND2P14,0,0,0,0
MTND2P15,0,0,0,0
MTND2P16,0,0,0,0
MTND2P17,0,0,0,0
MTND2P18,0,0,1,0
MTND2P19,0,0,0,0
MTND2P2,0,1,6,0
MTND2P20,0,0,0,0
MTND2P21,0,0,0,0
MTND2P22,0,0,0,0
MTND2P23,0,0,0,0
MTND2P24,0,0,0,0
MTND2P25,0,0,0,0
MTND2P26,0,0,0,0
MTND2P28,4205,3167,9627,415
MTND2P29,0,0,0,0
MTND2P3,0,0,0,0
MTND2P30,0,0,0,0
MTND2P31,0,0,0,0
MTND2P32,0,0,10,0
MTND2P33,0,0,0,0
MTND2P4,0,0,0,0
MTND2P5,0,0,0,0
MTND2P6,0,0,0,0
MTND2P7,0,0,0,0
MTND2P8,0,0,0,0
MTND2P9,0,0,0,0
MTND3P1,0,0,0,0
MTND3P10,0,0,0,0
MTND3P2,0,0,0,0
MTND3P3,0,0,0,0
MTND3P4,0,0,0,0
MTND3P5,0,0,1,0
MTND3P6,0,0,0,0
MTND3P7,0,0,0,0
MTND3P8,0,0,1,0
MTND3P9,0,0,0,0
MTND4LP1,0,0,0,0
MTND4P1,0,0,0,0
MTND4P10,0,0,5,0
MTND4P11,0,0,0,0
MTND4P12,5,0,8,5
MTND4P13,0,0,0,0
MTND4P14,0,0,19,1
MTND4P15,2,3,0,0
MTND4P16,0,0,0,0
MTND4P17,0,0,0,0
MTND4P18,0,0,0,0
MTND4P19,0,0,0,0
MTND4P2,0,0,0,0
MTND4P20,0,0,0,0
MTND4P21,0,0,0,0
MTND4P22,0,0,0,0
MTND4P23,0,0,0,0
MTND4P24,0,0,0,0
MTND4P25,0,0,0,0
MTND4P26,4,0,1,3
MTND4P27,0,0,0,0
MTND4P28,0,0,0,0
MTND4P29,0,0,0,0
MTND4P3,0,0,0,0
MTND4P30,1,0,12,0
MTND4P31,0,0,1,0
MTND4P32,0,0,11,0
MTND4P4,0,0,0,0
MTND4P5,0,0,0,0
MTND4P6,0,0,0,0
MTND4P7,0,0,0,0
MTND4P8,0,0,0,0
MTND4P9,5,0,6,1
MTND5P1,0,0,0,1
MTND5P10,0,0,0,0
MTND5P11,2,2,9,4
MTND5P12,2,0,0,0
MTND5P13,0,0,0,0
MTND5P14,0,0,17,2
MTND5P15,7,0,11,0
MTND5P16,0,0,0,0
MTND5P17,0,0,0,0
MTND5P18,0,0,0,0
MTND5P19,0,0,7,0
MTND5P2,0,0,12,2
MTND5P20,0,0,0,0
MTND5P21,0,0,0,0
MTND5P22,0,0,0,0
MTND5P23,0,0,0,0
MTND5P24,0,0,0,0
MTND5P25,0,0,0,0
MTND5P26,0,0,7,0
MTND5P27,0,0,0,0
MTND5P28,8,0,3,4
MTND5P29,0,0,0,0
MTND5P3,0,0,0,0
MTND5P30,0,0,0,0
MTND5P31,0,2,0,0
MTND5P4,0,0,0,0
MTND5P5,0,0,0,0
MTND5P6,0,0,0,0
MTND5P7,0,0,0,0
MTND5P8,0,0,0,0
MTND5P9,0,0,0,0
MTND6P1,0,0,0,0
MTND6P10,0,0,0,0
MTND6P11,0,0,0,0
MTND6P12,0,0,0,0
MTND6P13,0,0,0,0
MTND6P14,0,0,0,0
MTND6P15,0,0,0,0
MTND6P16,0,0,0,0
MTND6P17,0,0,0,0
MTND6P18,0,0,0,0
MTND6P19,0,0,0,0
MTND6P2,0,0,2,0
MTND6P20,0,0,0,0
MTND6P21,0,0,0,0
MTND6P3,0,0,1,0
MTND6P4,3,0,22,1
MTND6P5,0,0,4,0
MTND6P6,0,0,0,0
MTND6P7,0,0,0,0
MTND6P8,0,0,0,0
MTND6P9,0,0,0,0
MTNR1A,1,0,41,0
MTNR1B,0,0,0,0
MTO1,1760,562,7715,549
MTOR,7239,3437,32268,2518
MTOR-AS1,1,6,5,0
MTPAP,773,504,8369,570
MTPN,44133,8877,156246,15991
MTR,8274,3950,15219,1743
MTREX,5907,1945,22999,2502
MTRF1,688,549,3835,206
MTRF1L,1901,713,18405,1049
MTRF1LP1,0,0,0,0
MTRF1LP2,0,0,0,0
MTRNR2L1,0,0,1,0
MTRNR2L10,0,0,0,0
MTRNR2L11,0,0,1,0
MTRNR2L12,3,2,21,1
MTRNR2L13,0,0,0,0
MTRNR2L2,0,0,2,0
MTRNR2L3,2,0,1,1
MTRNR2L4,13,0,28,0
MTRNR2L5,0,0,0,0
MTRNR2L6,0,0,0,0
MTRNR2L7,0,0,0,0
MTRNR2L8,6,0,21,3
MTRNR2L9,0,0,0,0
MTRR,2478,1396,13890,1576
MTSS1,7843,3787,45,242
MTSS1L,634,426,24510,461
MTTP,1,1,17,5
MTURN,1820,474,12507,450
MTUS1,294,1449,327,562
MTUS2,10,7,4,1
MTUS2-AS1,0,0,111,0
MTUS2-AS2,0,0,1,0
MTX1,1727,693,4413,396
MTX1P1,101,67,9,134
MTX2,2903,1346,13064,1140
MTX3,3970,1045,23269,878
MUC1,57,35,163,94
MUC12,7,1,161,178
MUC13,3,9,22,1
MUC15,4,1,0,0
MUC16,1,4,0,0
MUC17,2,2,6,0
MUC19,3,5,54,0
MUC2,1,2,3,0
MUC20,34,5,262,6
MUC21,0,1,0,0
MUC22,0,0,0,1
MUC3A,9,9,334,2
MUC4,13,20,2,1
MUC5AC,2,0,4,0
MUC5B,2365,8,4741,942
MUC6,16,1,24,12
MUC7,0,0,4,0
MUCL1,0,0,0,0
MUL1,2306,896,9342,1272
MUM1,3885,1418,6111,1303
MUM1L1,0,0,668,13
MUPP,0,0,0,0
MUS81,1724,789,5538,914
MUSK,8,0,0,0
MUSTN1,4,0,4,4
MUT,2532,1562,7708,600
MUTYH,515,284,1145,349
MVB12A,1464,720,8595,743
MVB12B,539,408,3484,187
MVD,1721,532,4767,518
MVK,1141,456,1084,392
MVP,5652,1457,16461,6086
MX1,134,954,3685,265
MX2,6012,1964,428,44
MXD1,622,106,12840,326
MXD3,752,419,652,683
MXD4,3566,473,14292,523
MXI1,1329,4597,3516,271
MXRA5,163,6,1,19
MXRA5Y,0,0,0,1
MXRA7,2069,1201,20351,3115
MXRA8,300,116,293,166
MYADM,777,17,27571,3432
MYADML,0,3,0,1
MYADML2,35,4,3,9
MYB,98,140,43,18
MYB-AS1,0,0,0,0
MYBBP1A,4227,1932,28389,2226
MYBL1,2186,504,1448,1539
MYBL2,3265,1795,314,4401
MYBPC1,2,1,4,0
MYBPC2,0,1,33,2
MYBPC3,0,0,4,0
MYBPH,1,0,0,0
MYBPHL,14,2,5,3
MYC,1598,2890,10896,1696
MYCBP,1148,623,3298,357
MYCBP2,4688,2067,24200,1666
MYCBP2-AS1,9,12,77,5
MYCBP2-AS2,1,0,6,0
MYCBPAP,60,0,170,58
MYCL,89,34,249,3
MYCLP1,0,0,0,0
MYCLP2,0,0,0,0
MYCN,92,25,177,31
MYCNOS,11,1,3,0
MYCNUT,0,0,0,0
MYCT1,2,0,4,0
MYD88,3195,1071,5382,878
MYDGF,10605,4194,26188,4212
MYEF2,542,2747,9246,788
MYEOV,2573,559,3631,723
MYF5,0,0,0,0
MYF6,0,1,0,0
MYH1,0,21,0,0
MYH10,75125,21865,7819,9279
MYH11,123,54,28,40
MYH13,0,99,1,0
MYH14,225,784,10786,1112
MYH15,103,3,31,42
MYH16,32,13,10,29
MYH2,0,33,0,0
MYH3,101,182,1850,23
MYH4,0,14,0,0
MYH6,0,0,1,0
MYH7,14,0,0,0
MYH7B,80,62,272,26
MYH8,0,35,0,0
MYH9,28254,10324,124496,18647
MYHAS,0,17,7,0
MYL1,0,0,0,0
MYL10,3,0,4,4
MYL12A,14063,3196,63727,2475
MYL12B,16236,4254,82408,4162
MYL2,0,0,0,0
MYL3,0,0,12,0
MYL4,6,1,0,2
MYL5,301,150,1050,150
MYL6,27570,6267,61953,10922
MYL6B,2859,796,10306,896
MYL6P1,0,0,2,0
MYL6P2,0,0,3,0
MYL6P3,0,0,1,0
MYL6P4,0,0,1,0
MYL7,0,0,0,0
MYL8P,0,0,1,0
MYL9,10,145,8,44
MYLIP,2488,569,2202,224
MYLK,3589,275,894,3266
MYLK-AS1,26,0,202,31
MYLK-AS2,0,0,11,0
MYLK2,33,5,11,15
MYLK3,22,8,275,8
MYLK4,404,46,229,34
MYLKP1,7,0,0,0
MYLPF,2,1,8,2
MYMK,0,0,0,2
MYNN,1561,511,6518,587
MYO10,14083,13653,7260,17144
MYO15A,8,1,245,1
MYO15B,512,469,1905,60
MYO16,23,9,35,5
MYO16-AS1,0,0,1,0
MYO16-AS2,0,0,0,0
MYO18A,5883,1233,8184,2565
MYO18B,1,17,27,0
MYO19,4106,2336,9525,2290
MYO1A,5,0,33,4
MYO1B,13887,2857,39624,1634
MYO1C,12861,5478,78180,8071
MYO1D,671,1041,11565,307
MYO1E,4434,1540,4605,3488
MYO1F,10,11,43,20
MYO1G,17,8,255,5
MYO1H,17,15,1,6
MYO3A,2,1,0,0
MYO3B,123,177,12,20
MYO5A,12073,10526,26421,4605
MYO5B,20,8,48,1140
MYO5BP1,0,0,0,0
MYO5BP2,0,0,1,0
MYO5BP3,0,0,1,0
MYO5C,174,373,167,8
MYO6,1078,887,10996,773
MYO7A,28,271,76,14
MYO7B,5,1,7,1
MYO9A,2847,964,14802,1377
MYO9B,13930,3712,32544,5603
MYOC,0,0,1,0
MYOCD,1,0,0,0
MYOD1,0,0,0,1
MYOF,53175,2748,65168,7873
MYOG,0,0,0,0
MYOM1,42,16,277,3
MYOM2,26,11,16,2
MYOM3,2,1,3,1
MYORG,412,48,776,2790
MYOT,42,68,1,12
MYOZ1,1,5,0,0
MYOZ2,638,4,5,1
MYOZ3,3,28,90,1
MYPN,350,0,856,25
MYPOP,410,122,1146,360
MYRF,64,35,8332,552
MYRFL,7,1,5,0
MYRIP,79,6,46,4
MYSM1,11912,3743,27062,1480
MYT1,21,10,34,292
MYT1L,3,2,77,3
MYT1L-AS1,0,0,0,0
MYZAP,3,0,32,3
MZB1,8,8,13,0
MZF1,1872,558,7131,280
MZF1-AS1,294,87,1829,90
MZT1,3003,2417,2087,1193
MZT1P1,1,0,0,0
MZT1P2,1,0,0,0
MZT2A,690,556,3657,1350
MZT2B,1142,907,10192,2264
N4BP1,2173,765,9736,952
N4BP2,1382,323,5069,464
N4BP2L1,95,88,2360,15
N4BP2L2,4251,2990,26452,1382
N4BP2L2-IT2,148,107,1049,32
N4BP3,45,21,1071,172
N6AMT1,876,345,1124,337
NAA10,2712,1444,15218,1005
NAA11,0,28,0,1
NAA15,5110,1796,24673,2330
NAA16,1081,840,4398,330
NAA20,2821,1503,14550,962
NAA25,3242,1403,14357,1159
NAA30,2374,933,11335,719
NAA35,1401,533,6295,737
NAA38,1061,694,2870,683
NAA40,3080,1117,3032,794
NAA50,8484,3548,28426,3818
NAA60,1142,462,7692,1193
NAAA,686,404,1651,468
NAALAD2,292,147,2,33
NAALADL1,1,64,1,2
NAALADL2,1321,190,291,95
NAALADL2-AS1,0,0,0,0
NAALADL2-AS2,0,0,0,0
NAALADL2-AS3,2,0,0,0
NAB1,4956,2088,17316,1823
NAB2,3468,1160,14732,1637
NABP1,1267,300,9416,438
NABP2,2601,853,6689,924
NACA,27651,14202,36948,8354
NACA2,0,0,0,0
NACA3P,1,0,0,1
NACAD,352,83,392,431
NACAP1,2,0,9,0
NACAP2,0,0,0,0
NACAP3,13,0,0,0
NACAP5,0,0,0,0
NACAP6,0,0,0,0
NACAP7,0,0,0,0
NACC1,5163,1417,20900,3486
NACC2,5803,1102,15311,3193
NADK,1922,848,10656,1326
NADK2,837,484,3181,551
NADK2-AS1,20,11,0,7
NADSYN1,2634,953,14929,599
NAE1,4632,1482,8719,1275
NAF1,970,220,6153,382
NAGA,2988,1781,7806,1852
NAGK,2471,1132,7680,1400
NAGLU,3985,2118,3315,1127
NAGPA,929,335,1456,405
NAGS,132,86,463,38
NAIF1,609,329,2843,190
NAIP,552,168,811,4
NALCN,13,1,471,87
NALCN-AS1,3,0,19,0
NALT1,113,29,167,11
NAMA,0,0,11,0
NAMPT,28525,3801,231702,3193
NAMPTP1,1382,210,14257,13
NAMPTP2,0,0,0,0
NAMPTP3,0,0,0,0
NANOG,5,0,33,0
NANOGNB,0,0,11,0
NANOGNBP1,0,0,0,1
NANOGNBP2,0,0,2,0
NANOGNBP3,1,0,11,3
NANOGP1,0,0,8,0
NANOGP10,0,0,0,0
NANOGP11,0,0,0,0
NANOGP2,0,0,0,0
NANOGP3,0,0,0,0
NANOGP4,1,0,3,0
NANOGP5,1,0,32,1
NANOGP6,1,0,0,0
NANOGP7,0,0,0,0
NANOGP8,0,0,0,0
NANOGP9,0,0,0,0
NANOS1,21,43,2294,30
NANOS2,0,0,3,0
NANOS3,20,0,275,12
NANP,1234,407,1748,242
NANS,2219,554,16738,1383
NAP1L1,22133,13201,81940,12087
NAP1L1P1,5,6,13,5
NAP1L1P2,0,0,3,0
NAP1L1P3,7,0,1,1
NAP1L2,5,0,73,0
NAP1L3,2,61,354,7
NAP1L4,7929,3591,16596,7447
NAP1L4P1,155,26,230,162
NAP1L4P2,0,0,0,0
NAP1L4P3,0,0,0,1
NAP1L5,313,175,1358,310
NAP1L6,1,0,54,0
NAPA,3466,1197,13673,1511
NAPA-AS1,47,63,213,35
NAPB,1267,489,5301,221
NAPEPLD,3130,1636,1139,1609
NAPG,3034,830,6225,382
NAPRT,844,622,5655,1079
NAPSA,5,5,52,30
NAPSB,5,2,6,6
NARF,3388,1256,4521,1111
NARF-IT1,62,5,36,4
NARFL,1040,299,3200,435
NARS,13144,5444,60862,3978
NARS2,1299,703,2264,342
NARSP2,0,0,0,0
NASP,11327,6999,10872,3836
NAT1,373,118,164,24
NAT10,4532,1754,16829,3114
NAT14,2136,817,1644,695
NAT16,53,21,1339,2
NAT2,1,0,0,0
NAT6,319,144,194,175
NAT8,1,0,2,0
NAT8B,0,0,1,0
NAT8L,902,74,2493,581
NAT9,2157,712,12389,885
NATD1,523,147,8983,43
NATP,2,0,0,0
NAV1,9737,1633,24204,6036
NAV2,3305,4029,771,1970
NAV2-AS1,0,0,0,0
NAV2-AS2,0,0,1,3
NAV2-AS3,0,0,0,0
NAV2-AS4,1,0,0,0
NAV2-AS5,5,0,0,0
NAV2-IT1,2,0,0,0
NAV3,5516,748,12534,23
NAXD,2374,1084,8790,991
NAXE,2447,971,13175,1218
NBAS,3536,1350,28804,1006
NBAT1,2,0,9,0
NBDY,1287,554,4313,587
NBEA,2844,793,11896,330
NBEAL1,1057,304,7623,762
NBEAL2,950,614,4595,434
NBEAP1,308,7,345,4
NBEAP3,86,37,1050,0
NBL1,351,2310,4228,681
NBN,4660,1381,4055,2389
NBPF1,1677,443,3197,420
NBPF10,903,356,3384,186
NBPF11,892,466,2834,245
NBPF12,857,304,3486,215
NBPF13P,1,0,23,0
NBPF14,812,328,2272,417
NBPF15,2431,1005,12263,1297
NBPF17P,0,12,6,0
NBPF19,314,129,2175,301
NBPF21P,0,0,0,0
NBPF22P,0,0,0,0
NBPF25P,67,27,310,19
NBPF26,290,91,3809,600
NBPF2P,32,17,20,18
NBPF3,1410,358,902,263
NBPF4,0,0,26,0
NBPF5P,0,0,0,0
NBPF6,0,0,3,0
NBPF7,0,0,0,0
NBPF8,1926,539,3856,689
NBPF9,1977,1231,8550,928
NBR1,12845,4059,62664,2427
NBR2,231,103,3582,113
NCALD,1723,1,68,24
NCAM1,10044,2,5410,4350
NCAM1-AS1,38,0,20,4
NCAM2,3595,4,357,14
NCAN,1,0,9,0
NCAPD2,11435,3727,10920,9038
NCAPD2P1,0,0,1,0
NCAPD3,5472,3085,2820,2777
NCAPG,3714,2824,243,3316
NCAPG2,8243,4233,1192,5098
NCAPH,2762,1850,88,3666
NCAPH2,1878,1348,4580,2257
NCBP1,4591,1255,10529,1923
NCBP2,8228,3149,41055,3425
NCBP2-AS1,33,9,146,11
NCBP2-AS2,655,252,3163,480
NCBP2L,0,0,0,0
NCBP3,5060,1727,23393,1294
NCCRP1,0,0,29,0
NCDN,2749,868,33526,1396
NCEH1,3969,848,2292,1136
NCF1,1,2,62,3
NCF1B,1,1,15,0
NCF1C,1,1,20,3
NCF2,10,0,1,0
NCF4,2,0,1,7
NCK1,1446,567,4312,768
NCK2,7418,2232,11444,6071
NCKAP1,12885,6894,97127,11533
NCKAP1L,5,8,11,0
NCKAP5,182,506,337,10
NCKAP5-IT1,0,8,0,0
NCKAP5L,1124,375,4869,363
NCKIPSD,1384,409,7613,800
NCL,47109,18798,78732,34885
NCLN,6199,1634,23695,5106
NCLP1,10,0,46,2
NCLP2,0,0,0,0
NCMAP,2,0,14,37
NCOA1,1959,781,10349,1188
NCOA2,3714,831,7622,2018
NCOA3,5259,1349,42519,3562
NCOA4,5283,3516,44344,3780
NCOA5,2118,1120,12942,1433
NCOA6,3702,1342,27638,1902
NCOA7,1942,853,49655,1049
NCOA7-AS1,8,0,0,1
NCOR1,7247,2693,32148,4356
NCOR1P1,0,0,31,0
NCOR1P2,0,0,0,0
NCOR1P3,0,0,0,0
NCOR2,13525,3041,98875,12527
NCR1,1,27,5,0
NCR2,0,0,0,0
NCR3,5,3,0,2
NCR3LG1,568,146,14807,766
NCS1,4925,1378,21648,1858
NCSTN,13095,3262,30703,2305
NCSTNP1,0,0,0,0
NDC1,3433,2249,3355,2210
NDC80,2408,1450,136,719
NDE1,2539,1021,5203,2202
NDE1P2,0,0,0,0
NDEL1,4537,1031,18954,1798
NDFIP1,6668,1947,24596,3813
NDFIP1P1,0,0,0,0
NDFIP2,4515,2713,13240,1462
NDFIP2-AS1,0,0,0,0
NDN,426,350,86,1
NDNF,185,0,232,44
NDOR1,1502,639,6035,270
NDP,741,0,0,35
NDP-AS1,9,0,0,0
NDRG1,36222,23886,37874,10789
NDRG2,695,542,2379,124
NDRG3,1469,905,5851,1032
NDRG4,152,208,15,598
NDST1,9904,2280,23726,5917
NDST2,71,80,480,70
NDST3,269,0,106,16
NDST4,0,1,0,0
NDUFA1,3708,2141,4105,694
NDUFA10,6093,1991,15757,2500
NDUFA11,1754,587,8488,941
NDUFA12,2220,824,6500,826
NDUFA12P1,0,0,0,0
NDUFA13,847,430,5086,477
NDUFA2,1686,841,7367,677
NDUFA3,1064,619,3505,414
NDUFA3P1,5,0,1,0
NDUFA3P2,0,0,0,0
NDUFA3P3,0,0,0,0
NDUFA3P4,0,0,1,0
NDUFA3P6,0,0,0,0
NDUFA4,25354,6162,66565,3487
NDUFA4L2,20,24,241,20
NDUFA4P2,0,0,0,0
NDUFA5,5460,2172,23878,1198
NDUFA5P1,0,0,0,0
NDUFA5P10,0,0,0,0
NDUFA5P11,0,0,2,0
NDUFA5P12,0,0,0,0
NDUFA5P2,0,0,0,1
NDUFA5P3,0,0,0,1
NDUFA5P4,0,0,0,0
NDUFA5P5,0,0,0,0
NDUFA5P6,0,0,0,0
NDUFA5P7,0,0,0,0
NDUFA5P8,0,0,0,0
NDUFA5P9,0,0,0,0
NDUFA6,2976,1245,14914,1317
NDUFA7,134,61,1226,42
NDUFA8,2738,711,4702,1061
NDUFA9,2283,544,7415,1577
NDUFA9P1,11,0,27,4
NDUFAB1,3098,924,10414,1200
NDUFAF1,1380,596,2576,321
NDUFAF2,1064,428,6832,580
NDUFAF3,2654,1315,3408,931
NDUFAF4,897,558,5552,426
NDUFAF4P1,0,17,5,0
NDUFAF4P2,1,0,0,0
NDUFAF4P3,10,11,6,1
NDUFAF4P4,0,0,0,0
